Site,Logger NAD83 Zone 20V UTM Easting,Logger NAD83 Zone 20V UTM Northing,Date (DD/MM/YYYY),Time (HH:MM AM/PM),0.5 m underground temperature (°C),1.0 m underground temperature (°C),1.5 m underground temperature (°C),2.0 m underground temperature (°C),3.0 m underground temperature (°C),4.0 m underground temperature (°C),5.0 m underground temperature (°C),7.0 m underground temperature (°C),Comments
Site,Abscisse NAD83 UTM Zone 20V du capteur,Ordonnée NAD83 UTM Zone 20V du capteur,Date (JJ/MM/AAAA),Heure (HH:MM AM/PM),Température 0.5 m sous terre (°C),Température 1.0 m sous terre (°C),Température 1.5 m sous terre (°C),Température 2.0 m sous terre (°C),Température 3.0 m sous terre (°C),Température 4.0 m sous terre (°C),Température 5.0 m sous terre (°C),Température 7.0 m sous terre (°C),Commentaires
Ivitak Cove,457154,6540417,11/11/2011,10:30 PM,0.102440505,0.365125833,0.471412814,0.629606662,0.567400003,0.598528966,0.674142992,0.81176043,
Ivitak Cove,457154,6540417,12/11/2011,6:30 AM,0.097127659,0.360135109,0.464379589,0.626301774,0.566708059,0.597142975,0.674076744,0.811460282,
Ivitak Cove,457154,6540417,12/11/2011,2:30 PM,0.100910907,0.355471686,0.458856366,0.620255223,0.565258348,0.598677471,0.674523925,0.812527495,
Ivitak Cove,457154,6540417,12/11/2011,10:30 PM,0.098512085,0.347810348,0.454415934,0.616555491,0.563742851,0.597769959,0.674407988,0.813027771,
Ivitak Cove,457154,6540417,13/11/2011,6:30 AM,0.096049161,0.343622288,0.449779916,0.614193962,0.563627547,0.598495966,0.675037368,0.811560331,
Ivitak Cove,457154,6540417,13/11/2011,2:30 PM,0.091140301,0.339695748,0.443720289,0.611172267,0.562721603,0.599420011,0.674341739,0.812994419,
Ivitak Cove,457154,6540417,13/11/2011,10:30 PM,0.083658588,0.334564695,0.438742923,0.606681837,0.560893366,0.599684032,0.675567387,0.811460282,
Ivitak Cove,457154,6540417,14/11/2011,6:30 AM,0.068333717,0.330167683,0.434012285,0.602819542,0.559806385,0.597621461,0.675070494,0.81054319,
Ivitak Cove,457154,6540417,14/11/2011,2:30 PM,0.076276119,0.324436714,0.429806381,0.599618027,0.558554782,0.601037193,0.676577774,0.810326429,
Ivitak Cove,457154,6540417,14/11/2011,10:30 PM,0.082291262,0.321132374,0.42486515,0.594272293,0.558982953,0.600707145,0.67705814,0.810976719,
Ivitak Cove,457154,6540417,15/11/2011,6:30 AM,0.081808698,0.317014911,0.420006901,0.590593795,0.556167069,0.599106491,0.677488822,0.810309755,
Ivitak Cove,457154,6540417,15/11/2011,2:30 PM,0.084495116,0.31270305,0.416098247,0.587443685,0.555162667,0.598512466,0.677505387,0.81062656,
Ivitak Cove,457154,6540417,15/11/2011,10:30 PM,0.083449462,0.308538499,0.410065026,0.583453148,0.554405282,0.59889198,0.676196803,0.810009628,
Ivitak Cove,457154,6540417,16/11/2011,6:30 AM,0.07543993,0.305675867,0.407204369,0.581969265,0.553960743,0.599321004,0.677538517,0.809342696,
Ivitak Cove,457154,6540417,16/11/2011,2:30 PM,0.073285295,0.300504636,0.402023523,0.577452333,0.552050984,0.599618027,0.676826238,0.80992626,
Ivitak Cove,457154,6540417,16/11/2011,10:30 PM,0.066806688,0.296277565,0.398069319,0.574815174,0.552264999,0.601070198,0.677637907,0.80957612,
Ivitak Cove,457154,6540417,17/11/2011,6:30 AM,0.047527795,0.294001815,0.394197562,0.569195873,0.549746341,0.599255,0.678946585,0.809326023,
Ivitak Cove,457154,6540417,17/11/2011,2:30 PM,0.039163243,0.289711095,0.389624286,0.566526839,0.548906857,0.599387009,0.676594338,0.80864244,
Ivitak Cove,457154,6540417,17/11/2011,10:30 PM,0.045825707,0.286981109,0.385835781,0.563825212,0.54744196,0.598875479,0.677704167,0.808475717,
Ivitak Cove,457154,6540417,18/11/2011,6:30 AM,0.050434522,0.283406684,0.38206431,0.559921668,0.546553197,0.600377103,0.678797491,0.808042241,
Ivitak Cove,457154,6540417,18/11/2011,2:30 PM,0.051446353,0.279215661,0.377167342,0.556842187,0.545137841,0.600872168,0.677770427,0.808809166,
Ivitak Cove,457154,6540417,18/11/2011,10:30 PM,0.045600913,0.275983641,0.374817218,0.553944279,0.543739039,0.599750038,0.679592672,0.808442372,
Ivitak Cove,457154,6540417,19/11/2011,6:30 AM,0.04247012,0.2735965,0.37021568,0.550256632,0.542258061,0.599502517,0.677521952,0.807158646,
Ivitak Cove,457154,6540417,19/11/2011,2:30 PM,0.040559771,0.269180218,0.3673117,0.547738223,0.541879606,0.600162579,0.679542972,0.806975263,
Ivitak Cove,457154,6540417,19/11/2011,10:30 PM,0.043080185,0.266842576,0.36445707,0.544808702,0.540563295,0.599816044,0.677919514,0.807475402,
Ivitak Cove,457154,6540417,20/11/2011,6:30 AM,0.043337061,0.263742369,0.360167724,0.541237894,0.539148357,0.599915053,0.678565569,0.806875237,
Ivitak Cove,457154,6540417,20/11/2011,2:30 PM,0.043304951,0.260188265,0.356026023,0.538885124,0.538704153,0.601037193,0.679857739,0.80692525,
Ivitak Cove,457154,6540417,20/11/2011,10:30 PM,0.036643315,0.257802982,0.353336001,0.535496299,0.5374045,0.599634528,0.679128812,0.807191989,
Ivitak Cove,457154,6540417,21/11/2011,6:30 AM,0.032101815,0.254817718,0.350206243,0.532272507,0.535446952,0.599370508,0.679112246,0.805474921,
Ivitak Cove,457154,6540417,21/11/2011,2:30 PM,0.032984359,0.251589585,0.347093265,0.529312332,0.535775938,0.599849047,0.679990274,0.806491808,
Ivitak Cove,457154,6540417,21/11/2011,10:30 PM,0.032246229,0.248978255,0.344599968,0.526336149,0.533604726,0.598710472,0.680255347,0.806875237,
Ivitak Cove,457154,6540417,22/11/2011,6:30 AM,0.029069365,0.24698349,0.340086739,0.524560512,0.532124488,0.598941482,0.680189078,0.805008171,
Ivitak Cove,457154,6540417,22/11/2011,2:30 PM,0.028074692,0.243837674,0.337512856,0.521815158,0.532140934,0.599387009,0.680305048,0.805358233,
Ivitak Cove,457154,6540417,22/11/2011,10:30 PM,0.023807777,0.24142189,0.334727566,0.518067611,0.529772776,0.599436513,0.680172511,0.805291554,
Ivitak Cove,457154,6540417,23/11/2011,6:30 AM,0.01792219,0.238633556,0.331079578,0.516325566,0.52960833,0.598050459,0.679741772,0.805774981,
Ivitak Cove,457154,6540417,23/11/2011,2:30 PM,0.013929943,0.23545662,0.327904408,0.513384151,0.526664987,0.598561967,0.679576105,0.805341563,
Ivitak Cove,457154,6540417,23/11/2011,10:30 PM,0.007502314,0.231826446,0.324501829,0.511248195,0.525810018,0.597439965,0.68053699,0.804791469,
Ivitak Cove,457154,6540417,24/11/2011,6:30 AM,0.001829739,0.230675946,0.321702049,0.507568307,0.52557984,0.597786459,0.680487288,0.803741331,
Ivitak Cove,457154,6540417,24/11/2011,2:30 PM,0.001989959,0.228342738,0.319032852,0.50615567,0.523426159,0.598132959,0.680520423,0.804608108,
Ivitak Cove,457154,6540417,24/11/2011,10:30 PM,-0.013065236,0.2262528,0.317519377,0.504086171,0.522456256,0.597786459,0.680503856,0.804041365,
Ivitak Cove,457154,6540417,25/11/2011,6:30 AM,-0.018908126,0.223984894,0.314590393,0.500801685,0.521059019,0.598149459,0.680934611,0.803707994,
Ivitak Cove,457154,6540417,25/11/2011,2:30 PM,-0.022861128,0.221036996,0.311791981,0.498190899,0.519875552,0.596730495,0.680636395,0.803774668,
Ivitak Cove,457154,6540417,25/11/2011,10:30 PM,-0.026317373,0.218915422,0.309026488,0.495350614,0.518084046,0.597588462,0.681945266,0.803691326,
Ivitak Cove,457154,6540417,26/11/2011,6:30 AM,-0.017899748,0.215563464,0.306684248,0.493446368,0.518905818,0.597967958,0.682061246,0.802857924,
Ivitak Cove,457154,6540417,26/11/2011,2:30 PM,-0.018411946,0.214608176,0.303317752,0.489999482,0.516292699,0.597192473,0.680918044,0.803541311,
Ivitak Cove,457154,6540417,26/11/2011,10:30 PM,-0.022557078,0.212147304,0.300878612,0.48873577,0.516342,0.596516009,0.68012281,0.803991359,
Ivitak Cove,457154,6540417,27/11/2011,6:30 AM,-0.016843297,0.209913349,0.299025061,0.486586001,0.514780859,0.596961483,0.682110952,0.80397469,
Ivitak Cove,457154,6540417,27/11/2011,2:30 PM,-0.018027799,0.207776753,0.295399745,0.484059082,0.514090709,0.596367521,0.681763013,0.802574575,
Ivitak Cove,457154,6540417,27/11/2011,10:30 PM,-0.020764693,0.205575647,0.293465425,0.482188709,0.512677618,0.597208972,0.682177227,0.803224616,
Ivitak Cove,457154,6540417,28/11/2011,6:30 AM,-0.028477227,0.203358598,0.292132639,0.479744358,0.511034612,0.596301526,0.681431648,0.803024601,
Ivitak Cove,457154,6540417,28/11/2011,2:30 PM,-0.038441576,0.201433037,0.289987364,0.47828445,0.509851731,0.595724081,0.680752367,0.801574552,
Ivitak Cove,457154,6540417,28/11/2011,10:30 PM,-0.046786751,0.199588553,0.28672113,0.475578158,0.509128892,0.59509716,0.681034018,0.801474552,
Ivitak Cove,457154,6540417,29/11/2011,6:30 AM,-0.047777712,0.19698391,0.284462699,0.47306901,0.506960533,0.59564159,0.6807358,0.802407901,
Ivitak Cove,457154,6540417,29/11/2011,2:30 PM,-0.030476887,0.195625099,0.282561912,0.470560172,0.506336351,0.595212644,0.680901476,0.802007889,
Ivitak Cove,457154,6540417,29/11/2011,10:30 PM,-0.030492883,0.193360615,0.279426815,0.469560003,0.505153744,0.594486755,0.680338183,0.801957888,
Ivitak Cove,457154,6540417,30/11/2011,6:30 AM,-0.030860799,0.190789115,0.277445295,0.46692045,0.505071621,0.593612424,0.681381944,0.801991222,
Ivitak Cove,457154,6540417,30/11/2011,2:30 PM,-0.031772561,0.188670703,0.276178522,0.465477858,0.503790546,0.594354778,0.681398512,0.801424552,
Ivitak Cove,457154,6540417,30/11/2011,10:30 PM,-0.039544871,0.186940562,0.273223027,0.463019131,0.502443862,0.594090827,0.681199696,0.80040792,
Ivitak Cove,457154,6540417,01/12/2011,6:30 AM,-0.042518671,0.184790217,0.270251728,0.460708199,0.501097267,0.593727899,0.682210364,0.800341258,
Ivitak Cove,457154,6540417,01/12/2011,2:30 PM,-0.041207694,0.18188034,0.268887998,0.459249662,0.499159642,0.594453761,0.681481353,0.801507885,
Ivitak Cove,457154,6540417,01/12/2011,10:30 PM,-0.042230903,0.180700342,0.267053602,0.456250976,0.499176062,0.59310104,0.681812719,0.800391255,
Ivitak Cove,457154,6540417,02/12/2011,6:30 AM,-0.045140369,0.178356713,0.26377483,0.454661689,0.497632661,0.592391722,0.680421019,0.801007894,
Ivitak Cove,457154,6540417,02/12/2011,2:30 PM,-0.045907632,0.17536696,0.261875981,0.454137415,0.496269969,0.592144292,0.681961835,0.800457917,
Ivitak Cove,457154,6540417,02/12/2011,10:30 PM,-0.050222942,0.174235817,0.25970145,0.451319677,0.495235698,0.591896864,0.680520423,0.799924621,
Ivitak Cove,457154,6540417,03/12/2011,6:30 AM,-0.051549316,0.173104737,0.258370881,0.449042837,0.494217895,0.592754626,0.681199696,0.799607983,
Ivitak Cove,457154,6540417,03/12/2011,2:30 PM,-0.055959285,0.171020484,0.256018261,0.449452322,0.493676182,0.591797894,0.682309777,0.800207933,
Ivitak Cove,457154,6540417,03/12/2011,10:30 PM,-0.059968969,0.167272598,0.254071471,0.446258561,0.492609213,0.591138105,0.682110952,0.799491329,
Ivitak Cove,457154,6540417,04/12/2011,6:30 AM,-0.06241273,0.165415066,0.252254635,0.443998664,0.49044262,0.590857701,0.680934611,0.800241264,
Ivitak Cove,457154,6540417,04/12/2011,2:30 PM,-0.057668689,0.163864562,0.250064916,0.441034979,0.490048719,0.590214437,0.680951179,0.799241356,
Ivitak Cove,457154,6540417,04/12/2011,10:30 PM,-0.05675809,0.161862002,0.248183569,0.44078939,0.489736886,0.59077523,0.681183128,0.798258161,
Ivitak Cove,457154,6540417,05/12/2011,6:30 AM,-0.061390539,0.161103018,0.246724023,0.43815358,0.487061884,0.588911476,0.68227664,0.798874736,
Ivitak Cove,457154,6540417,05/12/2011,2:30 PM,-0.063514722,0.1587778,0.24456733,0.437155008,0.486569591,0.590082488,0.682110952,0.79904138,
Ivitak Cove,457154,6540417,05/12/2011,10:30 PM,-0.06980611,0.157679873,0.242297376,0.435043437,0.486044492,0.588515657,0.681431648,0.799058045,
Ivitak Cove,457154,6540417,06/12/2011,6:30 AM,-0.0765584,0.155936228,0.240643711,0.43242474,0.484682578,0.588960954,0.682243502,0.798241497,
Ivitak Cove,457154,6540417,06/12/2011,2:30 PM,-0.080691671,0.153547033,0.239103655,0.432441106,0.484469275,0.587855975,0.681729877,0.798608107,
Ivitak Cove,457154,6540417,06/12/2011,10:30 PM,-0.090486876,0.151755321,0.236720852,0.430166385,0.482976213,0.587790008,0.681149993,0.798674763,
Ivitak Cove,457154,6540417,07/12/2011,6:30 AM,-0.099352723,0.148721071,0.235116264,0.428464603,0.482566051,0.587014912,0.681829287,0.799024716,
Ivitak Cove,457154,6540417,07/12/2011,2:30 PM,-0.103162571,0.148123958,0.232733929,0.427090191,0.481450451,0.587493159,0.680984314,0.798291489,
Ivitak Cove,457154,6540417,07/12/2011,10:30 PM,-0.109266402,0.145606595,0.232150542,0.425961279,0.478989786,0.586206864,0.680702665,0.797608279,
Ivitak Cove,457154,6540417,08/12/2011,6:30 AM,-0.115543624,0.144477111,0.229800961,0.423605492,0.479531107,0.586322298,0.682127521,0.797075058,
Ivitak Cove,457154,6540417,08/12/2011,2:30 PM,-0.114157704,0.142653933,0.227403049,0.4204158,0.47861251,0.585959509,0.680503856,0.798141514,
Ivitak Cove,457154,6540417,08/12/2011,10:30 PM,-0.116897592,0.140734126,0.226074598,0.420775637,0.477054273,0.585662687,0.680818638,0.798358145,
Ivitak Cove,457154,6540417,09/12/2011,6:30 AM,-0.118729288,0.139008068,0.225070218,0.419467168,0.475561757,0.584838204,0.680619827,0.797325004,
Ivitak Cove,457154,6540417,09/12/2011,2:30 PM,-0.116101151,0.136072494,0.222057374,0.416163657,0.474922142,0.584376508,0.68080207,0.796875104,
Ivitak Cove,457154,6540417,09/12/2011,10:30 PM,-0.119987488,0.135298348,0.221150369,0.416523419,0.474315345,0.585662687,0.681000882,0.795975334,
Ivitak Cove,457154,6540417,10/12/2011,6:30 AM,-0.134602368,0.134233944,0.219142145,0.413907113,0.473232997,0.584360019,0.680089676,0.795842038,
Ivitak Cove,457154,6540417,10/12/2011,2:30 PM,-0.146184904,0.131170065,0.219012589,0.412517338,0.471511198,0.584607355,0.680454154,0.79625859,
Ivitak Cove,457154,6540417,10/12/2011,10:30 PM,-0.1569342,0.129348083,0.216049221,0.4120759,0.470691345,0.584162153,0.680421019,0.797874895,
Ivitak Cove,457154,6540417,11/12/2011,6:30 AM,-0.162704032,0.128864398,0.21467294,0.409787115,0.46985513,0.583321243,0.680984314,0.797058395,
Ivitak Cove,457154,6540417,11/12/2011,2:30 PM,-0.166915133,0.125043695,0.213151045,0.407841852,0.469100926,0.581985752,0.680056542,0.796858441,
Ivitak Cove,457154,6540417,11/12/2011,10:30 PM,-0.175858838,0.124382802,0.211192177,0.407122642,0.468018856,0.581771422,0.67946014,0.796958418,
Ivitak Cove,457154,6540417,12/12/2011,6:30 AM,-0.183703177,0.122513077,0.210690349,0.404981509,0.466936843,0.581903317,0.68080207,0.795742067,
Ivitak Cove,457154,6540417,12/12/2011,2:30 PM,-0.187719448,0.120224509,0.208407997,0.404098971,0.466182748,0.580864666,0.679973707,0.796408551,
Ivitak Cove,457154,6540417,12/12/2011,10:30 PM,-0.189386047,0.118274596,0.207728197,0.401974499,0.466264713,0.581375742,0.679029415,0.795991996,
Ivitak Cove,457154,6540417,13/12/2011,6:30 AM,-0.197780449,0.116856594,0.205284343,0.400601881,0.465002481,0.581441688,0.679079114,0.795542126,
Ivitak Cove,457154,6540417,13/12/2011,2:30 PM,-0.208930589,0.116131518,0.203666058,0.399931947,0.464100934,0.580403061,0.680321616,0.795142249,
Ivitak Cove,457154,6540417,13/12/2011,10:30 PM,-0.219044478,0.113747007,0.203099689,0.399441765,0.462035723,0.578325967,0.679973707,0.796475201,
Ivitak Cove,457154,6540417,14/12/2011,6:30 AM,-0.225414592,0.111588299,0.200090107,0.397464819,0.462379911,0.579727158,0.679311042,0.795358848,
Ivitak Cove,457154,6540417,14/12/2011,2:30 PM,-0.227886038,0.109284856,0.199038477,0.395357378,0.460511536,0.579595277,0.677952645,0.795492141,
Ivitak Cove,457154,6540417,14/12/2011,10:30 PM,-0.229359257,0.106562944,0.197097149,0.394001543,0.460872086,0.578260031,0.678963151,0.794092611,
Ivitak Cove,457154,6540417,15/12/2011,6:30 AM,-0.227284047,0.104871998,0.195641275,0.392743801,0.459282437,0.579331518,0.679277909,0.794359181,
Ivitak Cove,457154,6540417,15/12/2011,2:30 PM,-0.225794834,0.102939662,0.194945727,0.390963495,0.458315598,0.57763365,0.679128812,0.794859008,
Ivitak Cove,457154,6540417,15/12/2011,10:30 PM,-0.227886038,0.1005406,0.191872664,0.39011423,0.458037025,0.578177612,0.679311042,0.795175572,
Ivitak Cove,457154,6540417,16/12/2011,6:30 AM,-0.229248373,0.1002669,0.191015524,0.387631967,0.456726148,0.576347981,0.677389433,0.794375841,
Ivitak Cove,457154,6540417,16/12/2011,2:30 PM,-0.230420542,0.098367199,0.18944689,0.38679917,0.455775816,0.576957839,0.678565569,0.794409163,
Ivitak Cove,457154,6540417,16/12/2011,10:30 PM,-0.235504436,0.094616617,0.187732851,0.385247973,0.454858295,0.577946838,0.678913453,0.793975988,
Ivitak Cove,457154,6540417,17/12/2011,6:30 AM,-0.2511599,0.094825858,0.186196808,0.383549957,0.453203587,0.575952406,0.678681529,0.79404263,
Ivitak Cove,457154,6540417,17/12/2011,2:30 PM,-0.267799386,0.091542622,0.184499211,0.383762202,0.452269801,0.576347981,0.67836678,0.794292538,
Ivitak Cove,457154,6540417,17/12/2011,10:30 PM,-0.285294092,0.089241455,0.183028075,0.381623535,0.451778352,0.575655731,0.678963151,0.793975988,
Ivitak Cove,457154,6540417,18/12/2011,6:30 AM,-0.305898588,0.087584132,0.18181568,0.379762588,0.450566162,0.574650363,0.678151429,0.793692763,
Ivitak Cove,457154,6540417,18/12/2011,2:30 PM,-0.32282441,0.085476471,0.179601227,0.379060696,0.449485081,0.575276652,0.677488822,0.793392883,
Ivitak Cove,457154,6540417,18/12/2011,10:30 PM,-0.346399234,0.084253807,0.177629436,0.377232627,0.449943714,0.57422186,0.677671037,0.793559483,
Ivitak Cove,457154,6540417,19/12/2011,6:30 AM,-0.369474775,0.081728272,0.176304241,0.376547144,0.448780771,0.574551477,0.677389433,0.794292538,
Ivitak Cove,457154,6540417,19/12/2011,2:30 PM,-0.397520458,0.080328907,0.176029516,0.374784579,0.447470493,0.573150644,0.676677159,0.792876432,
Ivitak Cove,457154,6540417,19/12/2011,10:30 PM,-0.420004471,0.077160587,0.172797741,0.373576984,0.447765298,0.573480243,0.677256915,0.793476183,
Ivitak Cove,457154,6540417,20/12/2011,6:30 AM,-0.452383526,0.076517334,0.172377648,0.372565271,0.446111168,0.572738652,0.67690906,0.793176305,
Ivitak Cove,457154,6540417,20/12/2011,2:30 PM,-0.485633925,0.073719419,0.17055196,0.371651509,0.445292342,0.573546163,0.676975318,0.79404263,
Ivitak Cove,457154,6540417,20/12/2011,10:30 PM,-0.51982939,0.072111597,0.169081836,0.370003577,0.444735559,0.571420337,0.676213367,0.792909751,
Ivitak Cove,457154,6540417,21/12/2011,6:30 AM,-0.558830649,0.070101999,0.168467969,0.369024672,0.44485019,0.570481089,0.676644031,0.792893092,
Ivitak Cove,457154,6540417,21/12/2011,2:30 PM,-0.582133239,0.067176379,0.166271125,0.367197508,0.442967056,0.570827123,0.676776545,0.792459949,
Ivitak Cove,457154,6540417,21/12/2011,10:30 PM,-0.597306046,0.064508325,0.163638456,0.366316612,0.442099236,0.570382223,0.675385191,0.792876432,
Ivitak Cove,457154,6540417,22/12/2011,6:30 AM,-0.614503748,0.062611969,0.163380053,0.365125833,0.44183726,0.571008381,0.675815838,0.793093007,
Ivitak Cove,457154,6540417,22/12/2011,2:30 PM,-0.638751705,0.059591024,0.161587473,0.364016677,0.440740272,0.570728255,0.675302376,0.792993049,
Ivitak Cove,457154,6540417,22/12/2011,10:30 PM,-0.677246622,0.057277412,0.160537837,0.362630317,0.439856175,0.570036197,0.676511518,0.791960181,
Ivitak Cove,457154,6540417,23/12/2011,6:30 AM,-0.722518882,0.054128753,0.158955412,0.362189964,0.439725201,0.569245303,0.676379006,0.792693179,
Ivitak Cove,457154,6540417,23/12/2011,2:30 PM,-0.771299897,0.05165515,0.157243948,0.359058839,0.439790688,0.568635677,0.676163675,0.791627009,
Ivitak Cove,457154,6540417,23/12/2011,10:30 PM,-0.823148857,0.048619776,0.155774787,0.358749015,0.437596993,0.569064061,0.675517697,0.791810253,
Ivitak Cove,457154,6540417,24/12/2011,6:30 AM,-0.877259563,0.045922047,0.154144306,0.359124066,0.436025536,0.567844837,0.674954554,0.791876888,
Ivitak Cove,457154,6540417,24/12/2011,2:30 PM,-0.922486993,0.042614608,0.153095055,0.357428236,0.436058273,0.5686192,0.675650204,0.791360475,
Ivitak Cove,457154,6540417,24/12/2011,10:30 PM,-0.971340822,0.039628742,0.15151321,0.354982578,0.435043437,0.56754828,0.675617077,0.79172696,
Ivitak Cove,457154,6540417,25/12/2011,6:30 AM,-1.015704402,0.037943366,0.148801764,0.355015185,0.434912494,0.56598319,0.674424551,0.791610351,
Ivitak Cove,457154,6540417,25/12/2011,2:30 PM,-1.038200062,0.033449716,0.147510726,0.353026264,0.432588399,0.566345621,0.675153308,0.791277184,
Ivitak Cove,457154,6540417,25/12/2011,10:30 PM,-1.038915493,0.030978633,0.145929317,0.351689558,0.433455812,0.566493891,0.674159554,0.791243868,
Ivitak Cove,457154,6540417,26/12/2011,6:30 AM,-1.036312419,0.02717632,0.143476763,0.349456477,0.431377356,0.564797098,0.674027057,0.791010655,
Ivitak Cove,457154,6540417,26/12/2011,2:30 PM,-1.062632266,0.024192725,0.141250358,0.349195695,0.430182749,0.564517058,0.674043619,0.790927366,
Ivitak Cove,457154,6540417,26/12/2011,10:30 PM,-1.126858629,0.020856751,0.140588938,0.348152602,0.431442816,0.563891101,0.675103619,0.790127803,
Ivitak Cove,457154,6540417,27/12/2011,6:30 AM,-1.197755969,0.018242886,0.138556414,0.345871022,0.429413656,0.564632368,0.673993933,0.790810761,
Ivitak Cove,457154,6540417,27/12/2011,2:30 PM,-1.284324723,0.01497202,0.136959573,0.345088825,0.428595504,0.563759324,0.673844876,0.791110603,
Ivitak Cove,457154,6540417,27/12/2011,10:30 PM,-1.378372413,0.011397118,0.136120879,0.343801525,0.427122914,0.563100447,0.672718697,0.789927917,
Ivitak Cove,457154,6540417,28/12/2011,6:30 AM,-1.478542942,0.008351734,0.133363111,0.343377875,0.426910215,0.562375707,0.674209241,0.790377663,
Ivitak Cove,457154,6540417,28/12/2011,2:30 PM,-1.579053093,0.00463378,0.131137816,0.341683362,0.426926576,0.562523947,0.672503406,0.790211089,
Ivitak Cove,457154,6540417,28/12/2011,10:30 PM,-1.6768569,0.000852422,0.129767286,0.340005282,0.425208706,0.56303456,0.674060181,0.790344348,
Ivitak Cove,457154,6540417,29/12/2011,6:30 AM,-1.766014017,-0.002848141,0.126478389,0.339777204,0.425143266,0.56255689,0.672685575,0.790077831,
Ivitak Cove,457154,6540417,29/12/2011,2:30 PM,-1.820900718,-0.007012468,0.124963097,0.336861292,0.423572774,0.561700405,0.673248656,0.79039432,
Ivitak Cove,457154,6540417,29/12/2011,10:30 PM,-1.823888692,-0.011143918,0.123866999,0.336356344,0.423769079,0.560531033,0.673000236,0.789244989,
Ivitak Cove,457154,6540417,30/12/2011,6:30 AM,-1.791348916,-0.014089864,0.120417899,0.334369252,0.422640353,0.560102829,0.67091363,0.789778004,
Ivitak Cove,457154,6540417,30/12/2011,2:30 PM,-1.751409389,-0.017867735,0.11869357,0.332822062,0.421986047,0.560613381,0.671625702,0.790261061,
Ivitak Cove,457154,6540417,30/12/2011,10:30 PM,-1.721388557,-0.020412598,0.116776029,0.33093302,0.421757045,0.559444071,0.671691942,0.789544809,
Ivitak Cove,457154,6540417,31/12/2011,6:30 AM,-1.709079146,-0.022189012,0.114810335,0.330053699,0.420301307,0.559411134,0.671261383,0.789877946,
Ivitak Cove,457154,6540417,31/12/2011,2:30 PM,-1.714675255,-0.026029375,0.112071572,0.32943494,0.419058288,0.559674634,0.670582443,0.788695332,
Ivitak Cove,457154,6540417,31/12/2011,10:30 PM,-1.726304352,-0.029341104,0.110557355,0.326797286,0.419205484,0.55848891,0.670599002,0.788845237,
Ivitak Cove,457154,6540417,01/01/2012,6:30 AM,-1.746043894,-0.031068748,0.107062202,0.325152996,0.417733575,0.55819249,0.671095786,0.789761347,
Ivitak Cove,457154,6540417,01/01/2012,2:30 PM,-1.770111423,-0.034459622,0.106015384,0.325755344,0.417259316,0.557270322,0.670963309,0.788828581,
Ivitak Cove,457154,6540417,01/01/2012,10:30 PM,-1.799928631,-0.037849929,0.103084581,0.32282517,0.415689435,0.556940987,0.670549324,0.789594779,
Ivitak Cove,457154,6540417,02/01/2012,6:30 AM,-1.836363145,-0.038841327,0.102231185,0.322662395,0.416032836,0.556430527,0.670681798,0.78974469,
Ivitak Cove,457154,6540417,02/01/2012,2:30 PM,-1.863818095,-0.042230903,0.099558516,0.321376518,0.416065541,0.556200001,0.670185025,0.788129034,
Ivitak Cove,457154,6540417,02/01/2012,10:30 PM,-1.863540367,-0.045284233,0.097353025,0.317796025,0.414250484,0.555953012,0.670151907,0.78837887,
Ivitak Cove,457154,6540417,03/01/2012,6:30 AM,-1.831166384,-0.04739412,0.09416595,0.317014911,0.413939815,0.556035341,0.66914184,0.788778613,
Ivitak Cove,457154,6540417,03/01/2012,2:30 PM,-1.783015069,-0.04817728,0.092942761,0.315745664,0.414070622,0.554767506,0.668843797,0.788845237,
Ivitak Cove,457154,6540417,03/01/2012,10:30 PM,-1.721491594,-0.049999208,0.091429972,0.314818188,0.410669902,0.555261459,0.669555796,0.788095723,
Ivitak Cove,457154,6540417,04/01/2012,6:30 AM,-1.659781747,-0.052284377,0.089032271,0.312621703,0.411193052,0.553647925,0.669108724,0.788428837,
Ivitak Cove,457154,6540417,04/01/2012,2:30 PM,-1.602859663,-0.053930179,0.086827924,0.312491548,0.411291145,0.554273566,0.668794124,0.788412181,
Ivitak Cove,457154,6540417,04/01/2012,10:30 PM,-1.557860062,-0.056310763,0.085283414,0.310230245,0.40921496,0.55374671,0.667850352,0.787979135,
Ivitak Cove,457154,6540417,05/01/2012,6:30 AM,-1.520730247,-0.056422596,0.084076848,0.309237954,0.408871674,0.552232074,0.668098709,0.788612052,
Ivitak Cove,457154,6540417,05/01/2012,2:30 PM,-1.495279516,-0.057940264,0.081615676,0.307985459,0.407858198,0.552775354,0.668380184,0.78777927,
Ivitak Cove,457154,6540417,05/01/2012,10:30 PM,-1.472345133,-0.059058473,0.07971772,0.306505338,0.40749859,0.551820507,0.666294054,0.788029101,
Ivitak Cove,457154,6540417,06/01/2012,6:30 AM,-1.451294254,-0.060208566,0.078865307,0.304748851,0.405864086,0.551738195,0.667452988,0.786330311,
Ivitak Cove,457154,6540417,06/01/2012,2:30 PM,-1.430385832,-0.06343487,0.076436928,0.302618502,0.406027531,0.550701089,0.667933138,0.788045757,
Ivitak Cove,457154,6540417,06/01/2012,10:30 PM,-1.406825077,-0.063754278,0.075632894,0.30180545,0.405635266,0.550799859,0.667237752,0.786979832,
Ivitak Cove,457154,6540417,07/01/2012,6:30 AM,-1.38293769,-0.06428129,0.073365687,0.299919297,0.403477948,0.549910949,0.666923181,0.786879904,
