Site,Logger NAD83 Zone 20V UTM Easting,Logger NAD83 Zone 20V UTM Northing,Date (DD/MM/YYYY),Time (HH:MM AM/PM),0.5 m underground temperature (°C),1.0 m underground temperature (°C),1.5 m underground temperature (°C),2.0 m underground temperature (°C),3.0 m underground temperature (°C),4.0 m underground temperature (°C),5.0 m underground temperature (°C),7.0 m underground temperature (°C),Comments
Site,Abscisse NAD83 UTM Zone 20V du capteur,Ordonnée NAD83 UTM Zone 20V du capteur,Date (JJ/MM/AAAA),Heure (HH:MM AM/PM),Température 0.5 m sous terre (°C),Température 1.0 m sous terre (°C),Température 1.5 m sous terre (°C),Température 2.0 m sous terre (°C),Température 3.0 m sous terre (°C),Température 4.0 m sous terre (°C),Température 5.0 m sous terre (°C),Température 7.0 m sous terre (°C),Commentaires
Ivitak Cove,457154,6540417,12/08/2010,5:00 PM,7.780859705,5.560735101,3.727091044,2.548330715,1.275023092,0.945724777,1.698721986,.,5 m temperature cable installed; 6 h logging interval
Ivitak Cove,457154,6540417,12/08/2010,11:00 PM,7.744900393,5.528179447,3.693225505,2.490842562,1.220832927,0.898384237,1.626317912,.,
Ivitak Cove,457154,6540417,13/08/2010,5:00 AM,7.692194311,5.524474171,3.696128788,2.494665192,1.211903178,0.888541113,1.5786769,.,
Ivitak Cove,457154,6540417,13/08/2010,11:00 AM,7.659527424,5.526137251,3.705264356,2.49972087,1.207227261,0.882199185,1.537229702,.,
Ivitak Cove,457154,6540417,13/08/2010,5:00 PM,7.730783462,5.527821522,3.714962194,2.507587771,1.206700226,0.876059947,1.49774706,.,
Ivitak Cove,457154,6540417,13/08/2010,11:00 PM,7.761237602,5.531316833,3.72364417,2.51826918,1.206530217,0.871962582,1.461164511,.,
Ivitak Cove,457154,6540417,14/08/2010,5:00 AM,7.724726307,5.535844791,3.733601271,2.52461904,1.207635298,0.868501372,1.426418088,.,
Ivitak Cove,457154,6540417,14/08/2010,11:00 AM,7.731534864,5.541258615,3.74354401,2.535418383,1.207924329,0.866210944,1.391456697,.,
Ivitak Cove,457154,6540417,14/08/2010,5:00 PM,7.822236751,5.544966973,3.755034353,2.544552414,1.210491787,0.862650429,1.358713731,.,
Ivitak Cove,457154,6540417,14/08/2010,11:00 PM,7.878310917,5.550994509,3.76396509,2.553726917,1.214233038,0.860711633,1.32655379,.,
Ivitak Cove,457154,6540417,15/08/2010,5:00 AM,7.857152632,5.558921561,3.773922791,2.563850952,1.21515145,0.858071156,1.297689322,.,
Ivitak Cove,457154,6540417,15/08/2010,11:00 AM,7.849687509,5.566893917,3.785720142,2.574271096,1.218485297,0.857469577,1.268865948,.,
Ivitak Cove,457154,6540417,15/08/2010,5:00 PM,8.008251183,5.57503825,3.796751394,2.582931358,1.222211011,0.855130271,1.242450717,.,
Ivitak Cove,457154,6540417,15/08/2010,11:00 PM,8.059736581,5.585191617,3.807092626,2.59447201,1.226533017,0.853927305,1.215032394,.,
Ivitak Cove,457154,6540417,16/08/2010,5:00 AM,8.057541008,5.5989205,3.818367701,2.605163002,1.230583608,0.851170776,1.190182064,.,
Ivitak Cove,457154,6540417,16/08/2010,11:00 AM,8.091670932,5.610248576,3.829745855,2.614073446,1.235213848,0.849784301,1.165905121,.,
Ivitak Cove,457154,6540417,16/08/2010,5:00 PM,8.247598774,5.625962007,3.83963922,2.625868968,1.240986107,0.849801005,1.142504588,.,
Ivitak Cove,457154,6540417,16/08/2010,11:00 PM,8.325459902,5.641243042,3.851339393,2.63593798,1.244119821,0.847462584,1.121247121,.,
Ivitak Cove,457154,6540417,17/08/2010,5:00 AM,8.337143205,5.661748799,3.862561653,2.64639536,1.249877583,0.848197487,1.100147238,.,
Ivitak Cove,457154,6540417,17/08/2010,11:00 AM,8.36140217,5.684078841,3.876040482,2.657661803,1.256966308,0.845441738,1.079407201,.,
Ivitak Cove,457154,6540417,17/08/2010,5:00 PM,8.472707319,5.703183942,3.885607179,2.668495926,1.261687821,0.844807134,1.060308651,.,
Ivitak Cove,457154,6540417,17/08/2010,11:00 PM,8.573168681,5.727005717,3.898246824,2.678933599,1.267433529,0.843120519,1.04250969,.,
Ivitak Cove,457154,6540417,18/08/2010,5:00 AM,8.574368244,5.749557097,3.912740697,2.690254787,1.273300267,0.843020329,1.024911697,.,
Ivitak Cove,457154,6540417,18/08/2010,11:00 AM,8.5784326,5.777120989,3.924152711,2.701856894,1.278776286,0.84108341,1.007025964,.,
Ivitak Cove,457154,6540417,18/08/2010,5:00 PM,8.704957748,5.802524147,3.938392746,2.712678108,1.285465521,0.840014844,0.992166885,.,
Ivitak Cove,457154,6540417,18/08/2010,11:00 PM,8.750593628,5.830160495,3.952779148,2.723816641,1.2925155,0.840014844,0.975889947,.,
Ivitak Cove,457154,6540417,19/08/2010,5:00 AM,8.775205713,5.857128496,3.966786045,2.735273015,1.299841201,0.83994806,0.96048263,.,
Ivitak Cove,457154,6540417,19/08/2010,11:00 AM,8.728330187,5.88490403,3.981797259,2.74642401,1.304658142,0.839129981,0.947705298,.,
Ivitak Cove,457154,6540417,19/08/2010,5:00 PM,8.83168445,5.912674908,3.99726853,2.759141451,1.312090777,0.839797798,0.934432797,.,
Ivitak Cove,457154,6540417,19/08/2010,11:00 PM,8.8277672,5.941257656,4.012263363,2.769350554,1.320380957,0.838946335,0.922409481,.,
Ivitak Cove,457154,6540417,20/08/2010,5:00 AM,8.799080364,5.968266964,4.028735362,2.78250513,1.326297263,0.838311934,0.909823669,.,
Ivitak Cove,457154,6540417,20/08/2010,11:00 AM,8.773648037,5.996648439,4.044007897,2.793461561,1.332386367,0.837577389,0.898367493,.,
Ivitak Cove,457154,6540417,20/08/2010,5:00 PM,8.844036192,6.022631557,4.061073604,2.806061444,1.339897643,0.838512269,0.88907667,.,
Ivitak Cove,457154,6540417,20/08/2010,11:00 PM,8.871594359,6.046876669,4.078467277,2.817859111,1.34789106,0.837794411,0.880358891,.,
Ivitak Cove,457154,6540417,21/08/2010,5:00 AM,8.838603472,6.070956273,4.096582017,2.829884724,1.353764038,0.839513973,0.869655043,.,
Ivitak Cove,457154,6540417,21/08/2010,11:00 AM,8.821694483,6.092184829,4.11587129,2.843355275,1.360683668,0.838061518,0.859942851,.,
Ivitak Cove,457154,6540417,21/08/2010,5:00 PM,8.879670303,6.115148037,4.132762075,2.856004757,1.368788123,0.838144989,0.851939225,.,
Ivitak Cove,457154,6540417,21/08/2010,11:00 PM,8.889390561,6.137139196,4.150335624,2.868053097,1.376312921,0.83902981,0.843554684,.,
Ivitak Cove,457154,6540417,22/08/2010,5:00 AM,8.822413199,6.156873545,4.168318142,2.880939667,1.384080623,0.838462185,0.836826178,.,
Ivitak Cove,457154,6540417,22/08/2010,11:00 AM,8.789279688,6.174909668,4.18544987,2.893058322,1.39041016,0.839964756,0.828164222,.,
Ivitak Cove,457154,6540417,22/08/2010,5:00 PM,8.880490503,6.194942122,4.202753878,2.906312182,1.398818297,0.839146676,0.821691035,.,
Ivitak Cove,457154,6540417,22/08/2010,11:00 PM,8.891081518,6.215517274,4.221039706,2.919648754,1.406010883,0.84073278,0.815136538,.,
Ivitak Cove,457154,6540417,23/08/2010,5:00 AM,8.870898736,6.237225548,4.242068155,2.935771671,1.413343428,0.845224635,0.809284314,.,
Ivitak Cove,457154,6540417,23/08/2010,11:00 AM,8.911508498,6.252998295,4.260013947,2.948923871,1.42239686,0.846493889,0.802683834,.,
Ivitak Cove,457154,6540417,23/08/2010,5:00 PM,9.017957526,6.268259189,4.277698636,2.96327138,1.429236861,0.84636028,0.796468681,.,
Ivitak Cove,457154,6540417,23/08/2010,11:00 PM,9.080866822,6.285564451,4.294210409,2.976255942,1.436766973,0.846777812,0.790155505,.,
Ivitak Cove,457154,6540417,24/08/2010,5:00 AM,9.082147089,6.303803463,4.311072681,2.990771425,1.444093468,0.848414623,0.785442726,.,
Ivitak Cove,457154,6540417,24/08/2010,11:00 AM,9.066839402,6.322540749,4.32848472,3.003829417,1.452214185,0.848915714,0.779432611,.,
Ivitak Cove,457154,6540417,24/08/2010,5:00 PM,9.140522877,6.343246399,4.343131975,3.01851348,1.45937413,0.849283188,0.775454595,.,
Ivitak Cove,457154,6540417,24/08/2010,11:00 PM,9.143720559,6.364807212,4.362201228,3.031756873,1.467156557,0.850602811,0.770479014,.,
Ivitak Cove,457154,6540417,25/08/2010,5:00 AM,9.130026953,6.386171383,4.378981168,3.045809566,1.475613868,0.851605113,0.765654367,.,
Ivitak Cove,457154,6540417,25/08/2010,11:00 AM,9.124215007,6.406876445,4.395357037,3.058865921,1.484229835,0.853743524,0.761396322,.,
Ivitak Cove,457154,6540417,25/08/2010,5:00 PM,9.224509913,6.426634177,4.413798269,3.073086641,1.490176992,0.854344993,0.757854177,.,
Ivitak Cove,457154,6540417,25/08/2010,11:00 PM,9.258238047,6.446940089,4.42886646,3.087933086,1.499126877,0.856333309,0.753780645,.,
Ivitak Cove,457154,6540417,26/08/2010,5:00 AM,9.264291275,6.466538572,4.446081073,3.101894217,1.507304219,0.857302474,0.749541716,.,
Ivitak Cove,457154,6540417,26/08/2010,11:00 AM,9.303998723,6.48776783,4.462671251,3.115472641,1.514690819,0.858906713,0.746450351,.,
Ivitak Cove,457154,6540417,26/08/2010,5:00 PM,9.420399583,6.509837246,4.480434451,3.128798451,1.521493017,0.861530584,0.742362495,.,
Ivitak Cove,457154,6540417,26/08/2010,11:00 PM,9.431839041,6.530691691,4.497813146,3.142114348,1.530439489,0.863034868,0.739770624,.,
Ivitak Cove,457154,6540417,27/08/2010,5:00 AM,9.442799408,6.554469462,4.515487154,3.159426908,1.537471635,0.863586467,0.73631531,.,
Ivitak Cove,457154,6540417,27/08/2010,11:00 AM,9.443642759,6.576212758,4.531132447,3.170383595,1.545837369,0.866628886,0.733491694,.,
Ivitak Cove,457154,6540417,27/08/2010,5:00 PM,9.502431636,6.60035506,4.549136525,3.183014567,1.554223857,0.868835762,0.729987635,.,
Ivitak Cove,457154,6540417,27/08/2010,11:00 PM,9.524614582,6.625637764,4.564807924,3.197379242,1.56391155,0.870909108,0.726617003,.,
Ivitak Cove,457154,6540417,28/08/2010,5:00 AM,9.444997305,6.649438634,4.582540697,3.211097097,1.569743701,0.87194586,0.723827938,.,
Ivitak Cove,457154,6540417,28/08/2010,11:00 AM,9.390784083,6.673690973,4.599142882,3.225218761,1.578469107,0.875675262,0.721321428,.,
Ivitak Cove,457154,6540417,28/08/2010,5:00 PM,9.403839151,6.69687929,4.61789202,3.237790086,1.585951021,0.877665672,0.719014384,.,
Ivitak Cove,457154,6540417,28/08/2010,11:00 PM,9.368263497,6.719491228,4.634241311,3.253811536,1.593660978,0.880425808,0.718300748,.,
Ivitak Cove,457154,6540417,29/08/2010,5:00 AM,9.310954275,6.738439565,4.652760986,3.266475965,1.602639417,0.881847843,0.714185381,.,
Ivitak Cove,457154,6540417,29/08/2010,11:00 AM,9.27361527,6.755593304,4.670914253,3.282199933,1.610321049,0.884474688,0.712376876,.,
Ivitak Cove,457154,6540417,29/08/2010,5:00 PM,9.256819979,6.770567207,4.691164309,3.297672206,1.619497746,0.886884323,0.710369458,.,
Ivitak Cove,457154,6540417,29/08/2010,11:00 PM,9.253325879,6.785283332,4.710484381,3.310156656,1.628366146,0.889679189,0.708992583,.,
Ivitak Cove,457154,6540417,30/08/2010,5:00 AM,9.226229117,6.813221941,4.727434977,3.323441642,1.636404863,0.892407484,0.707615803,.,
Ivitak Cove,457154,6540417,30/08/2010,11:00 AM,9.171009538,6.845334021,4.744784625,3.338964435,1.643682395,0.895621653,0.705227393,.,
Ivitak Cove,457154,6540417,30/08/2010,5:00 PM,9.185058937,6.871195513,4.765595517,3.352041539,1.651622928,0.898668889,0.703552357,.,
Ivitak Cove,457154,6540417,30/08/2010,11:00 PM,9.14996631,6.887133683,4.790081338,3.367151217,1.661496469,0.900628067,0.702938764,.,
Ivitak Cove,457154,6540417,31/08/2010,5:00 AM,9.077327682,6.899118104,4.812463037,3.380776634,1.667930769,0.901850557,0.701496066,.,
Ivitak Cove,457154,6540417,31/08/2010,11:00 AM,9.01195253,6.908787415,4.836476807,3.39765082,1.67657682,0.90699252,0.698975736,.,
Ivitak Cove,457154,6540417,31/08/2010,5:00 PM,9.035332011,6.912710553,4.857565774,3.413249721,1.68486101,0.908868741,0.699241019,.,
Ivitak Cove,457154,6540417,31/08/2010,11:00 PM,8.988874914,6.914920472,4.879431164,3.428784774,1.694315395,0.910761889,0.696837018,.,
Ivitak Cove,457154,6540417,01/09/2010,5:00 AM,8.88429368,6.914040986,4.897809879,3.445129388,1.701213092,0.915168751,0.696041273,.,
Ivitak Cove,457154,6540417,01/09/2010,11:00 AM,8.761635708,6.912597809,4.915633418,3.462228499,1.708252561,0.917481481,0.694366996,.,
Ivitak Cove,457154,6540417,01/09/2010,5:00 PM,8.791531443,6.909057952,4.932000828,3.477782256,1.718938414,0.920481719,0.694333844,.,
Ivitak Cove,457154,6540417,01/09/2010,11:00 PM,8.704735987,6.90497774,4.947460902,3.494375987,1.726298025,0.923918293,0.692792308,.,
Ivitak Cove,457154,6540417,02/09/2010,5:00 AM,8.606807902,6.8986449,4.962502887,3.511764548,1.736260435,0.927288377,0.691980148,.,
Ivitak Cove,457154,6540417,02/09/2010,11:00 AM,8.530398158,6.88866513,4.976347321,3.527852293,1.743888221,0.930860272,0.691350332,.,
Ivitak Cove,457154,6540417,02/09/2010,5:00 PM,8.520140822,6.878217564,4.990221755,3.542846013,1.752531866,0.933124475,0.692013296,.,
Ivitak Cove,457154,6540417,02/09/2010,11:00 PM,8.468834637,6.866695483,5.001397914,3.56012357,1.762262566,0.935976055,0.690190196,.,
Ivitak Cove,457154,6540417,03/09/2010,5:00 AM,8.426381243,6.854033279,5.013216509,3.575714688,1.770581919,0.939901826,0.689891886,.,
Ivitak Cove,457154,6540417,03/09/2010,11:00 AM,8.369543435,6.842277807,5.023563458,3.588716485,1.777925367,0.943811577,0.68879812,.,
Ivitak Cove,457154,6540417,03/09/2010,5:00 PM,8.372985074,6.829249143,5.030608165,3.604521109,1.788630594,0.945573729,0.689842168,.,
Ivitak Cove,457154,6540417,03/09/2010,11:00 PM,8.348155394,6.816094229,5.041683388,3.61893974,1.797766,0.950592505,0.68906327,.,
Ivitak Cove,457154,6540417,04/09/2010,5:00 AM,8.30904696,6.802275088,5.047171881,3.632908626,1.807395894,0.953446545,0.688532973,.,
Ivitak Cove,457154,6540417,04/09/2010,11:00 AM,8.270544595,6.789541137,5.056178709,3.646637819,1.815576148,0.957644392,0.689693015,.,
Ivitak Cove,457154,6540417,04/09/2010,5:00 PM,8.286781478,6.776344863,5.062411812,3.659013592,1.825354753,0.960952909,0.68914613,.,
Ivitak Cove,457154,6540417,04/09/2010,11:00 PM,8.245479046,6.766134312,5.06905846,3.672434044,1.835471294,0.964497149,0.68838383,.,
Ivitak Cove,457154,6540417,05/09/2010,5:00 AM,8.172316236,6.753356006,5.074060323,3.684402854,1.84531216,0.968226829,0.688963838,.,
Ivitak Cove,457154,6540417,05/09/2010,11:00 AM,8.101354354,6.74125652,5.079042833,3.696705649,1.852928522,0.970797683,0.689195846,.,
Ivitak Cove,457154,6540417,05/09/2010,5:00 PM,8.070909059,6.728605662,5.084994633,3.709131388,1.863778891,0.975301667,0.688334116,.,
Ivitak Cove,457154,6540417,05/09/2010,11:00 PM,7.990095746,6.715426803,5.090021048,3.720582914,1.872667185,0.978982904,0.689742732,.,
Ivitak Cove,457154,6540417,06/09/2010,5:00 AM,7.920836279,6.702055702,5.093214708,3.731405279,1.882948047,0.982547114,0.689775877,.,
Ivitak Cove,457154,6540417,06/09/2010,11:00 AM,7.856845468,6.685348693,5.095996695,3.743775294,1.892178913,0.985809252,0.689925031,.,
Ivitak Cove,457154,6540417,06/09/2010,5:00 PM,7.818392374,6.668120826,5.101767963,3.754571529,1.901906648,0.991393098,0.690173623,.,
Ivitak Cove,457154,6540417,06/09/2010,11:00 PM,7.778270567,6.652020601,5.101912266,3.764968357,1.910635687,0.994488424,0.689991322,.,
Ivitak Cove,457154,6540417,07/09/2010,5:00 AM,7.72256683,6.634087198,5.106674838,3.775331932,1.920108138,0.999233264,0.690123904,.,
Ivitak Cove,457154,6540417,07/09/2010,11:00 AM,7.676545082,6.61441438,5.107396538,3.785469063,1.930184088,1.002683226,0.691598941,.,
Ivitak Cove,457154,6540417,07/09/2010,5:00 PM,7.750399503,6.595959368,5.110386713,3.79340854,1.939348399,1.007143803,0.692129317,.,
Ivitak Cove,457154,6540417,07/09/2010,11:00 PM,7.73813431,6.577299429,5.111067297,3.803458094,1.948993033,1.011554849,0.693339291,.,
Ivitak Cove,457154,6540417,08/09/2010,5:00 AM,7.641963009,6.558147111,5.112016028,3.812448953,1.958448178,1.015916331,0.692261914,.,
Ivitak Cove,457154,6540417,08/09/2010,11:00 AM,7.54317624,6.541580826,5.112655416,3.8197606,1.968013662,1.020817805,0.693936017,.,
Ivitak Cove,457154,6540417,08/09/2010,5:00 PM,7.640303248,6.524099093,5.113418583,3.831429901,1.977513026,1.023462735,0.694698526,.,
Ivitak Cove,457154,6540417,08/09/2010,11:00 PM,7.618038238,6.511627716,5.112985431,3.838632237,1.987334903,1.028905302,0.695842342,.,
Ivitak Cove,457154,6540417,09/09/2010,5:00 AM,7.497444788,6.494216056,5.114903747,3.847386921,1.994686766,1.032680573,0.696588344,.,
Ivitak Cove,457154,6540417,09/09/2010,11:00 AM,7.408763848,6.476091183,5.114800607,3.854924411,2.004393197,1.036422831,0.696555188,.,
Ivitak Cove,457154,6540417,09/09/2010,5:00 PM,7.545246829,6.459966882,5.110984801,3.863123899,2.014175059,1.042206147,0.698246226,.,
Ivitak Cove,457154,6540417,09/09/2010,11:00 PM,7.489948946,6.443502946,5.110407336,3.868999338,2.022775684,1.044803275,0.699174698,.,
Ivitak Cove,457154,6540417,10/09/2010,5:00 AM,7.374475236,6.427602759,5.108200748,3.875788277,2.032283099,1.050808302,0.699688692,.,
Ivitak Cove,457154,6540417,10/09/2010,11:00 AM,7.28600972,6.410373343,5.106324307,3.883569268,2.039438738,1.055600106,0.701462902,.,
Ivitak Cove,457154,6540417,10/09/2010,5:00 PM,7.374198394,6.395312402,5.105520172,3.888130593,2.04851091,1.05943099,0.702640266,.,
Ivitak Cove,457154,6540417,10/09/2010,11:00 PM,7.285136894,6.37901088,5.102716257,3.896168797,2.057143882,1.065035174,0.703204099,.,
Ivitak Cove,457154,6540417,11/09/2010,5:00 AM,7.148112738,6.361537612,5.100902167,3.901412828,2.067110949,1.067027396,0.704315227,.,
Ivitak Cove,457154,6540417,11/09/2010,11:00 AM,7.020533855,6.343114868,5.098902734,3.908329262,2.074811299,1.073005238,0.70605667,.,
Ivitak Cove,457154,6540417,11/09/2010,5:00 PM,7.085245951,6.325168861,5.096408873,3.912954492,2.083455506,1.077616475,0.707366997,.,
Ivitak Cove,457154,6540417,11/09/2010,11:00 PM,6.99319009,6.305050616,5.094760209,3.919835995,2.091783709,1.082853951,0.708080248,.,
Ivitak Cove,457154,6540417,12/09/2010,5:00 AM,6.831292739,6.284558942,5.09072155,3.92549458,2.10150132,1.086774496,0.709805425,.,
Ivitak Cove,457154,6540417,12/09/2010,11:00 AM,6.724450042,6.261184036,5.087322285,3.929228948,2.110690267,1.091980532,0.710551942,.,
Ivitak Cove,457154,6540417,12/09/2010,5:00 PM,6.79859756,6.23781435,5.083882399,3.933392027,2.118460584,1.096055019,0.712542787,.,
Ivitak Cove,457154,6540417,12/09/2010,11:00 PM,6.752550639,6.213469705,5.081596332,3.93788678,2.1258069,1.100553123,0.714301529,.,
Ivitak Cove,457154,6540417,13/09/2010,5:00 AM,6.662374044,6.186435146,5.07568671,3.942985936,2.13431275,1.10621945,0.714981839,.,
Ivitak Cove,457154,6540417,13/09/2010,11:00 AM,6.63553285,6.162413049,5.071096106,3.947599641,2.142412647,1.109890723,0.716442092,.,
Ivitak Cove,457154,6540417,13/09/2010,5:00 PM,6.737388897,6.136683515,5.065642262,3.952058611,2.150284226,1.114358054,0.718151385,.,
Ivitak Cove,457154,6540417,13/09/2010,11:00 PM,6.764522591,6.113457401,5.060375041,3.955272016,2.157570838,1.118877153,0.719113964,.,
Ivitak Cove,457154,6540417,14/09/2010,5:00 AM,6.777733539,6.090279623,5.05521203,3.959323582,2.166357458,1.124463949,0.722267557,.,
Ivitak Cove,457154,6540417,14/09/2010,11:00 AM,6.795682921,6.069074695,5.049454053,3.963083696,2.174595039,1.128257078,0.724226352,.,
Ivitak Cove,457154,6540417,14/09/2010,5:00 PM,6.941932589,6.051392109,5.044293833,3.966396292,2.181444414,1.134202204,0.725405041,.,
Ivitak Cove,457154,6540417,14/09/2010,11:00 PM,6.973028813,6.037201041,5.036874474,3.968754413,2.188742264,1.138539351,0.726351361,.,
Ivitak Cove,457154,6540417,15/09/2010,5:00 AM,6.97013412,6.023559374,5.029581087,3.971210269,2.196399808,1.142707954,0.728891703,.,
Ivitak Cove,457154,6540417,15/09/2010,11:00 AM,6.981534372,6.014347829,5.023193832,3.974387733,2.204596057,1.148928563,0.730917563,.,
Ivitak Cove,457154,6540417,15/09/2010,5:00 PM,7.055225546,6.008848793,5.017670795,3.976317848,2.212348943,1.152081972,0.73181432,.,
Ivitak Cove,457154,6540417,15/09/2010,11:00 PM,7.055089295,6.004019503,5.011266785,3.978969619,2.21887153,1.158034098,0.734189257,.,
Ivitak Cove,457154,6540417,16/09/2010,5:00 AM,6.99876005,5.998846545,5.005069966,3.98154373,2.226325938,1.163258487,0.73631531,.,
Ivitak Cove,457154,6540417,16/09/2010,11:00 AM,6.961226498,5.996239014,4.999551883,3.982518858,2.232548987,1.167601863,0.739205772,.,
Ivitak Cove,457154,6540417,16/09/2010,5:00 PM,7.054476175,5.993330183,4.995019568,3.983181971,2.241207217,1.173677366,0.740368718,.,
Ivitak Cove,457154,6540417,16/09/2010,11:00 PM,7.016816373,5.991175763,4.987659288,3.986653922,2.248007599,1.177547631,0.741448656,.,
Ivitak Cove,457154,6540417,17/09/2010,5:00 AM,6.932044265,5.98744916,4.983601006,3.98801946,2.256565014,1.182471405,0.743309608,.,
Ivitak Cove,457154,6540417,17/09/2010,11:00 AM,6.858193163,5.985080002,4.980670531,3.990282554,2.262439143,1.186054628,0.745453237,.,
Ivitak Cove,457154,6540417,17/09/2010,5:00 PM,6.930396681,5.980988473,4.976859501,3.990750812,2.269228753,1.191541074,0.747447514,.,
Ivitak Cove,457154,6540417,17/09/2010,11:00 PM,6.859812377,5.976079733,4.973417899,3.991843456,2.275142409,1.197046001,0.748777141,.,
Ivitak Cove,457154,6540417,18/09/2010,5:00 AM,6.805594409,5.968847975,4.970161208,3.994087465,2.283191342,1.200937731,0.751852238,.,
Ivitak Cove,457154,6540417,18/09/2010,11:00 AM,6.753803446,5.961747876,4.967765111,3.99699529,2.289647145,1.205969199,0.754495533,.,
Ivitak Cove,457154,6540417,18/09/2010,5:00 PM,6.806110298,5.955574971,4.963117084,3.996019463,2.297073867,1.210712842,0.756440818,.,
Ivitak Cove,457154,6540417,18/09/2010,11:00 PM,6.764925509,5.945771029,4.960619467,3.998498156,2.301201003,1.217090458,0.758103604,.,
Ivitak Cove,457154,6540417,19/09/2010,5:00 AM,6.753646841,5.936315596,4.957508115,3.999337467,2.308614018,1.221649558,0.760248799,.,
Ivitak Cove,457154,6540417,19/09/2010,11:00 AM,6.767835712,5.926821639,4.95341496,3.998966604,2.316137507,1.225546021,0.76362503,.,
Ivitak Cove,457154,6540417,19/09/2010,5:00 PM,6.874976314,5.919435766,4.951737007,4.001016195,2.321112807,1.231587872,0.764889183,.,
Ivitak Cove,457154,6540417,19/09/2010,11:00 PM,6.866920461,5.910250136,4.9480951,4.002246049,2.328101848,1.235673525,0.767467634,.,
Ivitak Cove,457154,6540417,20/09/2010,5:00 AM,6.837020403,5.902977566,4.944862946,4.004627884,2.3337092,1.240390074,0.769763563,.,
Ivitak Cove,457154,6540417,20/09/2010,11:00 AM,6.822535923,5.896951256,4.941569954,4.003788352,2.339767607,1.245158823,0.772043112,.,
Ivitak Cove,457154,6540417,20/09/2010,5:00 PM,6.884679106,5.893027616,4.938522881,4.006580417,2.345863801,1.249639063,0.773224585,.,
Ivitak Cove,457154,6540417,20/09/2010,11:00 PM,6.853606096,5.889404821,4.936007859,4.007537227,2.35208777,1.254495196,0.775787454,.,
Ivitak Cove,457154,6540417,21/09/2010,5:00 AM,6.806357032,5.885289773,4.931714642,4.009040878,2.356208157,1.259608174,0.777651562,.,
Ivitak Cove,457154,6540417,21/09/2010,11:00 AM,6.75870356,5.882161182,4.929874972,4.009177579,2.364037405,1.26497819,0.780231637,.,
Ivitak Cove,457154,6540417,21/09/2010,5:00 PM,6.794180925,5.878026187,4.926114389,4.010212631,2.369042513,1.268695417,0.782945232,.,
Ivitak Cove,457154,6540417,21/09/2010,11:00 PM,6.749172924,5.873827783,4.924438703,4.01056417,2.375633861,1.274204305,0.78485995,.,
Ivitak Cove,457154,6540417,22/09/2010,5:00 AM,6.6853041,5.868623832,4.922415804,4.011775074,2.380659858,1.277769679,0.7880571,.,
Ivitak Cove,457154,6540417,22/09/2010,11:00 AM,6.59953357,5.863699516,4.919657631,4.013396237,2.38541679,1.283417561,0.789605902,.,
Ivitak Cove,457154,6540417,22/09/2010,5:00 PM,6.612814722,5.857021494,4.916756849,4.013161844,2.391977426,1.288776828,0.792570604,.,
Ivitak Cove,457154,6540417,22/09/2010,11:00 PM,6.514833274,5.848612897,4.915429165,4.015388688,2.397043549,1.292788672,0.794536207,.,
Ivitak Cove,457154,6540417,23/09/2010,5:00 AM,6.467795817,5.839673243,4.913631825,4.015291014,2.400668139,1.297603934,0.797035131,.,
Ivitak Cove,457154,6540417,23/09/2010,11:00 AM,6.419173251,5.829519348,4.911262847,4.018065132,2.407323928,1.302129959,0.799750977,.,
Ivitak Cove,457154,6540417,23/09/2010,5:00 PM,6.398741352,5.817768582,4.90807742,4.018651262,2.412448034,1.30775047,0.802833821,.,
Ivitak Cove,457154,6540417,23/09/2010,11:00 PM,6.370096746,5.80342056,4.906464478,4.01937418,2.41800663,1.311065424,0.804650419,.,
Ivitak Cove,457154,6540417,24/09/2010,5:00 AM,6.327227788,5.789402656,4.90315733,4.019237409,2.42255571,1.317047383,0.807650662,.,
Ivitak Cove,457154,6540417,24/09/2010,11:00 AM,6.27181954,5.770130599,4.894810211,4.017400872,2.422411279,1.318107229,0.807734008,.,
Ivitak Cove,457154,6540417,24/09/2010,5:00 PM,6.267735018,5.754517525,4.890668546,4.015037065,2.42916453,1.323629581,0.810651349,.,
Ivitak Cove,457154,6540417,24/09/2010,11:00 PM,6.219068336,5.740639909,4.888587833,4.016170095,2.434799985,1.328178532,0.814736332,.,
Ivitak Cove,457154,6540417,25/09/2010,5:00 AM,6.167801947,5.724815746,4.883978389,4.017518093,2.438069991,1.332916684,0.816153764,.,
Ivitak Cove,457154,6540417,25/09/2010,11:00 AM,6.110639989,5.709025219,4.88142937,4.017479019,2.444213974,1.337775725,0.819105675,.,
Ivitak Cove,457154,6540417,25/09/2010,5:00 PM,6.099634178,5.692482858,4.878289421,4.018963872,2.447214362,1.341437885,0.820973773,.,
Ivitak Cove,457154,6540417,25/09/2010,11:00 PM,6.035689643,5.675445023,4.874314211,4.019628184,2.453704677,1.345922367,0.824326773,.,
Ivitak Cove,457154,6540417,26/09/2010,5:00 AM,5.944287952,5.657785836,4.868974393,4.021933905,2.458894811,1.351195471,0.827079652,.,
Ivitak Cove,457154,6540417,26/09/2010,11:00 AM,5.872200066,5.640946624,4.863982329,4.020409755,2.463290288,1.354757305,0.829832904,.,
Ivitak Cove,457154,6540417,26/09/2010,5:00 PM,5.89924576,5.62018701,4.859969197,4.022461522,2.466257322,1.359553072,0.83308723,.,
